filename	mictype	roomsize	distance
Mobile_Recording/phase3/LG/large_1m/230.wav	LG	large	1m
Mobile_Recording/phase3/LG/small_1m/535.wav	LG	small	1m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/MDPK0/SI1053.WAV	D2	large	1m
Mobile_Recording/phase3/LG/large_1m/115.wav	LG	large	1m
Mobile_Recording/phase3/Moto/large_1m/460.wav	Moto	large	1m
Mobile_Recording/phase3/Mi/med_1m/90.wav	Mi	med	1m
crisp_phase3/M1_phase3_small_1m/timit/data/TRAIN/DR1/MDAC0/SX271.WAV	M1	small	1m
crisp_phase3/D5_phase3_large_1m/timit/data/TRAIN/DR1/FECD0/SI788.WAV	D5	large	1m
crisp_phase3/C1_phase3_mid_5m/timit/data/TRAIN/DR1/MDPK0/SX423.WAV	C1	mid	5m
Mobile_Recording/phase3/LG/small_1m/255.wav	LG	small	1m
crisp_phase3/D5_phase3_small_1m/timit/data/TRAIN/DR1/MCPM0/SA2.WAV	D5	small	1m
Mobile_Recording/phase3/Moto/large_close/365.wav	Moto	large	0.02m
Mobile_Recording/phase3/Samsung/small_1m/80.wav	Samsung	small	1m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/MGRL0/SX417.WAV	C1	large	7m
crisp_phase3/C1_phase3_large_3m/timit/data/TRAIN/DR1/MCPM0/SX294.WAV	C1	large	3m
Mobile_Recording/phase3/Mi/med_5m/170.wav	Mi	med	5m
Mobile_Recording/phase3/Mi/small_3m/188.wav	Mi	small	3m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/FECD0/SX158.WAV	C2	small	1m
crisp_phase3/D2_phase3_mid_5m/timit/data/TRAIN/DR1/FDML0/SA1.WAV	D2	mid	5m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	M1	large	5m
Mobile_Recording/phase3/Mi/large_close/310.wav	Mi	large	0.02m
Mobile_Recording/phase3/Samsung/med_5m/230.wav	Samsung	med	5m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MGRL0/SI867.WAV	C2	small	1m
crisp_phase3/D5_phase3_large_1m/timit/data/TRAIN/DR1/FCJF0/SA1.WAV	D5	large	1m
Mobile_Recording/phase3/Moto/med_3m/140.wav	Moto	med	3m
Mobile_Recording/phase3/Moto/med_3m/470.wav	Moto	med	3m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/FDML0/SA1.WAV	C1	large	9m
Mobile_Recording/phase3/Moto/med_5m/50.wav	Moto	med	5m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/FETB0/SI1148.WAV	C1	large	7m
crisp_phase3/D2_phase3_mid_3m/timit/data/TRAIN/DR1/MGRL0/SX237.WAV	D2	mid	3m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	C1	large	7m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SX153.WAV	C2	small	1m
Mobile_Recording/phase3/LG/large_3m/90.wav	LG	large	3m
crisp_phase3/D5_phase3_large_1m/timit/data/TRAIN/DR1/FCJF0/SX127.WAV	D5	large	1m
Mobile_Recording/phase3/Samsung/large_close/565.wav	Samsung	large	0.02m
crisp_phase3/C2_phase3_large_5m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	C2	large	5m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/FECD0/SX428.WAV	D2	large	9m
crisp_phase3/D2_phase3_small_1m/timit/data/TRAIN/DR1/FCJF0/SX217.WAV	D2	small	1m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/MDPK0/SA2.WAV	D2	large	1m
crisp_phase3/C2_phase3_large_5m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	C2	large	5m
crisp_phase3/C1_phase3_mid_5m/timit/data/TRAIN/DR1/MDAC0/SI1261.WAV	C1	mid	5m
crisp_phase3/C2_phase3_large_3m/timit/data/TRAIN/DR1/FETB0/SX68.WAV	C2	large	3m
Mobile_Recording/phase3/LG/med_5m/290.wav	LG	med	5m
Mobile_Recording/phase3/LG/med_5m/245.wav	LG	med	5m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/FDML0/SX339.WAV	M1	large	3m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/FDML0/SX339.WAV	D5	large	0.02m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/MDAC0/SI1261.WAV	D2	large	9m
Mobile_Recording/phase3/LG/large_3m/85.wav	LG	large	3m
Mobile_Recording/phase3/Mi/large_close/375.wav	Mi	large	0.02m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/FDML0/SA1.WAV	D2	large	5m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/FDAW0/SI1406.WAV	D2	large	1m
Mobile_Recording/phase3/Mi/small_3m/146.wav	Mi	small	3m
Mobile_Recording/phase3/LG/med_1m/65.wav	LG	med	1m
Mobile_Recording/phase3/Samsung/med_5m/125.wav	Samsung	med	5m
crisp_phase3/M1_phase3_large_close/timit/data/TRAIN/DR1/FECD0/SX428.WAV	M1	large	0.02m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/FCJF0/SX127.WAV	D5	large	0.02m
crisp_phase3/C2_phase3_large_3m/timit/data/TRAIN/DR1/FCJF0/SX217.WAV	C2	large	3m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/FCJF0/SX307.WAV	D2	small	3m
Mobile_Recording/phase3/Samsung/med_1m/55.wav	Samsung	med	1m
Mobile_Recording/phase3/Samsung/med_5m/225.wav	Samsung	med	5m
crisp_phase3/C1_phase3_small_3m/timit/data/TRAIN/DR1/MDPK0/SX243.WAV	C1	small	3m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/FDML0/SX339.WAV	D5	large	7m
crisp_phase3/C1_phase3_mid_1m/timit/data/TRAIN/DR1/MCPM0/SX294.WAV	C1	mid	1m
Mobile_Recording/phase3/LG/med_5m/200.wav	LG	med	5m
crisp_phase3/M1_phase3_large_9m/timit/data/TRAIN/DR1/MEDR0/SX114.WAV	M1	large	9m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/MEDR0/SI744.WAV	D2	large	1m
Mobile_Recording/phase3/Moto/med_5m/375.wav	Moto	med	5m
Mobile_Recording/phase3/Samsung/large_1m/485.wav	Samsung	large	1m
Mobile_Recording/phase3/Samsung/small_1m/140.wav	Samsung	small	1m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/FDAW0/SI1406.WAV	M1	large	3m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/FETB0/SA1.WAV	C2	small	1m
crisp_phase3/D2_phase3_large_7m/timit/data/TRAIN/DR1/MDAC0/SA2.WAV	D2	large	7m
crisp_phase3/M1_phase3_mid_5m/timit/data/TRAIN/DR1/MDPK0/SX423.WAV	M1	mid	5m
crisp_phase3/C2_phase3_large_3m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	C2	large	3m
crisp_phase3/C1_phase3_mid_1m/timit/data/TRAIN/DR1/MEDR0/SI1374.WAV	C1	mid	1m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/FCJF0/SI1027.WAV	C2	small	1m
crisp_phase3/C2_phase3_large_3m/timit/data/TRAIN/DR1/MGRL0/SA1.WAV	C2	large	3m
crisp_phase3/M1_phase3_large_close/timit/data/TRAIN/DR1/FECD0/SX338.WAV	M1	large	0.02m
Mobile_Recording/phase3/Samsung/med_1m/390.wav	Samsung	med	1m
Mobile_Recording/phase3/Moto/med_5m/285.wav	Moto	med	5m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/MDAC0/SX361.WAV	M1	large	3m
crisp_phase3/D5_phase3_small_3m/timit/data/TRAIN/DR1/FETB0/SX338.WAV	D5	small	3m
crisp_phase3/C1_phase3_small_3m/timit/data/TRAIN/DR1/FCJF0/SX37.WAV	C1	small	3m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/MCPM0/SI1194.WAV	D5	large	7m
Mobile_Recording/phase3/Moto/med_1m/525.wav	Moto	med	1m
crisp_phase3/D5_phase3_mid_1m/timit/data/TRAIN/DR1/MEDR0/SI744.WAV	D5	mid	1m
crisp_phase3/D5_phase3_large_1m/timit/data/TRAIN/DR1/MGRL0/SX147.WAV	D5	large	1m
Mobile_Recording/phase3/Moto/med_3m/430.wav	Moto	med	3m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/MEDR0/SX204.WAV	C2	large	7m
Mobile_Recording/phase3/LG/large_3m/570.wav	LG	large	3m
Mobile_Recording/phase3/Mi/med_3m/160.wav	Mi	med	3m
Mobile_Recording/phase3/Samsung/large_3m/140.wav	Samsung	large	3m
Mobile_Recording/phase3/Mi/large_1m/465.wav	Mi	large	1m
Mobile_Recording/phase3/Mi/small_3m/184.wav	Mi	small	3m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/MDPK0/SA1.WAV	C2	mid	1m
crisp_phase3/D2_phase3_large_7m/timit/data/TRAIN/DR1/FDAW0/SI1406.WAV	D2	large	7m
crisp_phase3/D5_phase3_mid_1m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	D5	mid	1m
crisp_phase3/D5_phase3_large_9m/timit/data/TRAIN/DR1/MDAC0/SA2.WAV	D5	large	9m
crisp_phase3/D2_phase3_large_7m/timit/data/TRAIN/DR1/FETB0/SA2.WAV	D2	large	7m
crisp_phase3/C1_phase3_large_5m/timit/data/TRAIN/DR1/FETB0/SX68.WAV	C1	large	5m
crisp_phase3/C2_phase3_large_5m/timit/data/TRAIN/DR1/FECD0/SX158.WAV	C2	large	5m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	C1	large	9m
crisp_phase3/D5_phase3_mid_1m/timit/data/TRAIN/DR1/MCPM0/SA1.WAV	D5	mid	1m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/FECD0/SX158.WAV	D2	large	1m
crisp_phase3/M1_phase3_large_7m/timit/data/TRAIN/DR1/MEDR0/SX384.WAV	M1	large	7m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/MGRL0/SA1.WAV	C2	mid	1m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/FECD0/SI1418.WAV	M1	large	5m
Mobile_Recording/phase3/LG/med_3m/240.wav	LG	med	3m
Mobile_Recording/phase3/LG/large_close/55.wav	LG	large	0.02m
crisp_phase3/D5_phase3_large_9m/timit/data/TRAIN/DR1/FDML0/SI2075.WAV	D5	large	9m
Mobile_Recording/phase3/LG/large_close/375.wav	LG	large	0.02m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/FCJF0/SI1657.WAV	D5	large	7m
Mobile_Recording/phase3/Samsung/med_3m/165.wav	Samsung	med	3m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/FDML0/SI1149.WAV	C1	large	0.02m
Mobile_Recording/phase3/LG/med_5m/405.wav	LG	med	5m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MGRL0/SX147.WAV	C2	small	1m
crisp_phase3/C2_phase3_mid_3m/timit/data/TRAIN/DR1/FETB0/SX248.WAV	C2	mid	3m
crisp_phase3/D2_phase3_small_1m/timit/data/TRAIN/DR1/MCPM0/SI1824.WAV	D2	small	1m
Mobile_Recording/phase3/Mi/small_3m/150.wav	Mi	small	3m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/MDAC0/SX361.WAV	D2	large	5m
Mobile_Recording/phase3/Samsung/small_1m/425.wav	Samsung	small	1m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/MDPK0/SX423.WAV	D5	large	7m
Mobile_Recording/phase3/Moto/large_3m/490.wav	Moto	large	3m
crisp_phase3/C2_phase3_mid_1m/timit/data/TRAIN/DR1/FDML0/SI1779.WAV	C2	mid	1m
Mobile_Recording/phase3/Samsung/small_3m/156.wav	Samsung	small	3m
Mobile_Recording/phase3/Mi/small_1m/215.wav	Mi	small	1m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/FETB0/SI518.WAV	C2	small	1m
Mobile_Recording/phase3/Moto/med_1m/95.wav	Moto	med	1m
Mobile_Recording/phase3/Samsung/med_5m/310.wav	Samsung	med	5m
Mobile_Recording/phase3/Mi/large_close/175.wav	Mi	large	0.02m
Mobile_Recording/phase3/Moto/large_close/240.wav	Moto	large	0.02m
crisp_phase3/D2_phase3_mid_1m/timit/data/TRAIN/DR1/MGRL0/SA2.WAV	D2	mid	1m
crisp_phase3/C2_phase3_mid_3m/timit/data/TRAIN/DR1/FDML0/SA2.WAV	C2	mid	3m
crisp_phase3/D2_phase3_small_1m/timit/data/TRAIN/DR1/FECD0/SX158.WAV	D2	small	1m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/FDAW0/SX236.WAV	D2	large	9m
crisp_phase3/C2_phase3_mid_3m/timit/data/TRAIN/DR1/MCPM0/SI1194.WAV	C2	mid	3m
Mobile_Recording/phase3/Moto/med_1m/370.wav	Moto	med	1m
crisp_phase3/D2_phase3_mid_1m/timit/data/TRAIN/DR1/MCPM0/SX204.WAV	D2	mid	1m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/MGRL0/SX327.WAV	C1	large	7m
crisp_phase3/D5_phase3_large_3m/timit/data/TRAIN/DR1/MGRL0/SI1497.WAV	D5	large	3m
crisp_phase3/D1_phase3_small_1m/timit/data/TRAIN/DR1/MGRL0/SI2127.WAV	D1	small	1m
Mobile_Recording/phase3/Samsung/med_5m/120.wav	Samsung	med	5m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/MDPK0/SI552.WAV	M1	large	5m
Mobile_Recording/phase3/Mi/med_1m/360.wav	Mi	med	1m
crisp_phase3/C1_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SI1683.WAV	C1	small	1m
Mobile_Recording/phase3/LG/large_1m/15.wav	LG	large	1m
crisp_phase3/C1_phase3_small_3m/timit/data/TRAIN/DR1/FETB0/SA1.WAV	C1	small	3m
Mobile_Recording/phase3/Mi/large_3m/120.wav	Mi	large	3m
Mobile_Recording/phase3/LG/med_1m/415.wav	LG	med	1m
Mobile_Recording/phase3/Samsung/med_3m/145.wav	Samsung	med	3m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	C1	large	9m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/FETB0/SA1.WAV	C2	large	9m
crisp_phase3/M1_phase3_mid_5m/timit/data/TRAIN/DR1/FECD0/SI2048.WAV	M1	mid	5m
crisp_phase3/D5_phase3_mid_5m/timit/data/TRAIN/DR1/FDAW0/SX326.WAV	D5	mid	5m
Mobile_Recording/phase3/Moto/med_1m/30.wav	Moto	med	1m
crisp_phase3/D4_phase3_small_1m/timit/data/TRAIN/DR1/MGRL0/SX57.WAV	D4	small	1m
crisp_phase3/C2_phase3_large_3m/timit/data/TRAIN/DR1/FECD0/SX68.WAV	C2	large	3m
crisp_phase3/D2_phase3_mid_1m/timit/data/TRAIN/DR1/FDML0/SX69.WAV	D2	mid	1m
crisp_phase3/M1_phase3_large_close/timit/data/TRAIN/DR1/MDAC0/SX451.WAV	M1	large	0.02m
Mobile_Recording/phase3/Moto/large_close/230.wav	Moto	large	0.02m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/FDML0/SX429.WAV	D2	small	3m
Mobile_Recording/phase3/Moto/large_1m/565.wav	Moto	large	1m
Mobile_Recording/phase3/Samsung/small_1m/375.wav	Samsung	small	1m
Mobile_Recording/phase3/Mi/large_3m/360.wav	Mi	large	3m
Mobile_Recording/phase3/Samsung/med_1m/200.wav	Samsung	med	1m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MCPM0/SX24.WAV	C2	small	1m
Mobile_Recording/phase3/Moto/large_3m/165.wav	Moto	large	3m
Mobile_Recording/phase3/LG/large_3m/335.wav	LG	large	3m
crisp_phase3/C1_phase3_mid_1m/timit/data/TRAIN/DR1/MDAC0/SI1261.WAV	C1	mid	1m
Mobile_Recording/phase3/Samsung/med_5m/335.wav	Samsung	med	5m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/MGRL0/SI2127.WAV	D5	large	0.02m
Mobile_Recording/phase3/Moto/med_5m/115.wav	Moto	med	5m
Mobile_Recording/phase3/Moto/med_5m/540.wav	Moto	med	5m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/MEDR0/SA2.WAV	D2	large	5m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SA2.WAV	C2	small	1m
crisp_phase3/D2_phase3_large_1m/timit/data/TRAIN/DR1/MDAC0/SA1.WAV	D2	large	1m
Mobile_Recording/phase3/Mi/large_3m/485.wav	Mi	large	3m
crisp_phase3/D2_phase3_large_close/timit/data/TRAIN/DR1/MDAC0/SI1837.WAV	D2	large	0.02m
crisp_phase3/C2_phase3_large_5m/timit/data/TRAIN/DR1/MEDR0/SX24.WAV	C2	large	5m
Mobile_Recording/phase3/Moto/med_3m/400.wav	Moto	med	3m
crisp_phase3/C2_phase3_large_1m/timit/data/TRAIN/DR1/MDPK0/SX153.WAV	C2	large	1m
crisp_phase3/M1_phase3_large_close/timit/data/TRAIN/DR1/FETB0/SX68.WAV	M1	large	0.02m
crisp_phase3/C2_phase3_large_3m/timit/data/TRAIN/DR1/FCJF0/SX307.WAV	C2	large	3m
crisp_phase3/C1_phase3_small_1m/timit/data/TRAIN/DR1/MCPM0/SI1194.WAV	C1	small	1m
Mobile_Recording/phase3/Mi/med_1m/560.wav	Mi	med	1m
Mobile_Recording/phase3/Moto/large_close/130.wav	Moto	large	0.02m
Mobile_Recording/phase3/LG/med_5m/500.wav	LG	med	5m
Mobile_Recording/phase3/Mi/small_1m/545.wav	Mi	small	1m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/FDAW0/SX416.WAV	M1	large	5m
crisp_phase3/D5_phase3_large_5m/timit/data/TRAIN/DR1/FECD0/SX68.WAV	D5	large	5m
Mobile_Recording/phase3/Samsung/small_1m/455.wav	Samsung	small	1m
Mobile_Recording/phase3/Samsung/med_3m/80.wav	Samsung	med	3m
crisp_phase3/D2_phase3_mid_5m/timit/data/TRAIN/DR1/MEDR0/SA1.WAV	D2	mid	5m
crisp_phase3/D2_phase3_large_3m/timit/data/TRAIN/DR1/FECD0/SX158.WAV	D2	large	3m
crisp_phase3/M1_phase3_large_7m/timit/data/TRAIN/DR1/FETB0/SX428.WAV	M1	large	7m
Mobile_Recording/phase3/LG/large_3m/290.wav	LG	large	3m
crisp_phase3/D5_phase3_large_1m/timit/data/TRAIN/DR1/MGRL0/SA1.WAV	D5	large	1m
Mobile_Recording/phase3/LG/large_3m/440.wav	LG	large	3m
crisp_phase3/C1_phase3_large_7m/timit/data/TRAIN/DR1/FETB0/SI518.WAV	C1	large	7m
crisp_phase3/C1_phase3_large_1m/timit/data/TRAIN/DR1/MEDR0/SA1.WAV	C1	large	1m
crisp_phase3/D1_phase3_small_1m/timit/data/TRAIN/DR1/FECD0/SI788.WAV	D1	small	1m
Mobile_Recording/phase3/Samsung/large_3m/165.wav	Samsung	large	3m
Mobile_Recording/phase3/LG/med_1m/30.wav	LG	med	1m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/FDAW0/SI1271.WAV	D5	large	0.02m
crisp_phase3/C1_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SA1.WAV	C1	small	1m
crisp_phase3/D2_phase3_mid_3m/timit/data/TRAIN/DR1/FCJF0/SX397.WAV	D2	mid	3m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/FDAW0/SX146.WAV	C2	small	1m
Mobile_Recording/phase3/LG/large_1m/320.wav	LG	large	1m
Mobile_Recording/phase3/Mi/med_5m/600.wav	Mi	med	5m
Mobile_Recording/phase3/Moto/med_5m/400.wav	Moto	med	5m
Mobile_Recording/phase3/Samsung/med_1m/120.wav	Samsung	med	1m
Mobile_Recording/phase3/LG/small_1m/215.wav	LG	small	1m
Mobile_Recording/phase3/LG/small_1m/90.wav	LG	small	1m
Mobile_Recording/phase3/LG/small_1m/225.wav	LG	small	1m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/MEDR0/SX24.WAV	C1	large	0.02m
crisp_phase3/C2_phase3_large_5m/timit/data/TRAIN/DR1/FCJF0/SA1.WAV	C2	large	5m
Mobile_Recording/phase3/Samsung/large_1m/200.wav	Samsung	large	1m
crisp_phase3/C1_phase3_large_close/timit/data/TRAIN/DR1/FDML0/SX429.WAV	C1	large	0.02m
Mobile_Recording/phase3/Moto/large_close/225.wav	Moto	large	0.02m
crisp_phase3/M1_phase3_large_5m/timit/data/TRAIN/DR1/FDML0/SI1149.WAV	M1	large	5m
crisp_phase3/D2_phase3_large_7m/timit/data/TRAIN/DR1/MGRL0/SX147.WAV	D2	large	7m
crisp_phase3/M1_phase3_mid_1m/timit/data/TRAIN/DR1/MCPM0/SI1824.WAV	M1	mid	1m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/MEDR0/SI2004.WAV	M1	large	3m
crisp_phase3/M1_phase3_large_close/timit/data/TRAIN/DR1/MEDR0/SX24.WAV	M1	large	0.02m
Mobile_Recording/phase3/Moto/small_1m/460.wav	Moto	small	1m
crisp_phase3/M1_phase3_mid_1m/timit/data/TRAIN/DR1/MGRL0/SX237.WAV	M1	mid	1m
Mobile_Recording/phase3/Moto/small_1m/230.wav	Moto	small	1m
Mobile_Recording/phase3/Mi/med_3m/290.wav	Mi	med	3m
Mobile_Recording/phase3/Samsung/large_close/240.wav	Samsung	large	0.02m
crisp_phase3/D5_phase3_large_close/timit/data/TRAIN/DR1/MGRL0/SA2.WAV	D5	large	0.02m
crisp_phase3/D5_phase3_small_1m/timit/data/TRAIN/DR1/MGRL0/SA2.WAV	D5	small	1m
crisp_phase3/C1_phase3_mid_1m/timit/data/TRAIN/DR1/FETB0/SX248.WAV	C1	mid	1m
crisp_phase3/D2_phase3_small_3m/timit/data/TRAIN/DR1/MDPK0/SX153.WAV	D2	small	3m
Mobile_Recording/phase3/Mi/large_3m/15.wav	Mi	large	3m
Mobile_Recording/phase3/Samsung/med_1m/240.wav	Samsung	med	1m
crisp_phase3/C2_phase3_large_1m/timit/data/TRAIN/DR1/MDAC0/SX361.WAV	C2	large	1m
crisp_phase3/C2_phase3_mid_3m/timit/data/TRAIN/DR1/FECD0/SX338.WAV	C2	mid	3m
Mobile_Recording/phase3/Samsung/small_1m/340.wav	Samsung	small	1m
Mobile_Recording/phase3/Mi/med_3m/490.wav	Mi	med	3m
crisp_phase3/D5_phase3_large_3m/timit/data/TRAIN/DR1/MDPK0/SX153.WAV	D5	large	3m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/FECD0/SX338.WAV	D2	large	5m
crisp_phase3/M1_phase3_large_3m/timit/data/TRAIN/DR1/FDML0/SX159.WAV	M1	large	3m
crisp_phase3/D5_phase3_mid_3m/timit/data/TRAIN/DR1/FCJF0/SX307.WAV	D5	mid	3m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/FDAW0/SI1271.WAV	D2	large	9m
Mobile_Recording/phase3/Mi/med_5m/10.wav	Mi	med	5m
crisp_phase3/D5_phase3_mid_5m/timit/data/TRAIN/DR1/FETB0/SX338.WAV	D5	mid	5m
Mobile_Recording/phase3/Mi/large_1m/100.wav	Mi	large	1m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/MDPK0/SA1.WAV	C2	large	9m
Mobile_Recording/phase3/Samsung/small_1m/575.wav	Samsung	small	1m
crisp_phase3/D5_phase3_large_7m/timit/data/TRAIN/DR1/FDML0/SI1779.WAV	D5	large	7m
crisp_phase3/D2_phase3_large_9m/timit/data/TRAIN/DR1/FECD0/SX338.WAV	D2	large	9m
Mobile_Recording/phase3/LG/large_3m/485.wav	LG	large	3m
crisp_phase3/D5_phase3_small_3m/timit/data/TRAIN/DR1/MCPM0/SX294.WAV	D5	small	3m
crisp_phase3/D2_phase3_large_7m/timit/data/TRAIN/DR1/MDPK0/SA1.WAV	D2	large	7m
Mobile_Recording/phase3/Moto/large_1m/180.wav	Moto	large	1m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/MDAC0/SI1261.WAV	C2	large	9m
Mobile_Recording/phase3/LG/med_5m/470.wav	LG	med	5m
Mobile_Recording/phase3/Moto/med_3m/235.wav	Moto	med	3m
crisp_phase3/C2_phase3_large_9m/timit/data/TRAIN/DR1/FDAW0/SX56.WAV	C2	large	9m
Mobile_Recording/phase3/LG/small_1m/250.wav	LG	small	1m
Mobile_Recording/phase3/Moto/small_1m/100.wav	Moto	small	1m
Mobile_Recording/phase3/Mi/med_3m/580.wav	Mi	med	3m
Mobile_Recording/phase3/Mi/med_3m/285.wav	Mi	med	3m
Mobile_Recording/phase3/Moto/med_1m/150.wav	Moto	med	1m
crisp_phase3/C1_phase3_large_9m/timit/data/TRAIN/DR1/FETB0/SX338.WAV	C1	large	9m
crisp_phase3/D5_phase3_small_1m/timit/data/TRAIN/DR1/FDML0/SX429.WAV	D5	small	1m
crisp_phase3/C2_phase3_large_7m/timit/data/TRAIN/DR1/FECD0/SX338.WAV	C2	large	7m
crisp_phase3/C1_phase3_small_3m/timit/data/TRAIN/DR1/MEDR0/SI1374.WAV	C1	small	3m
crisp_phase3/D5_phase3_large_1m/timit/data/TRAIN/DR1/MEDR0/SI2004.WAV	D5	large	1m
crisp_phase3/D4_phase3_small_1m/timit/data/TRAIN/DR1/MDPK0/SI552.WAV	D4	small	1m
Mobile_Recording/phase3/Mi/small_3m/158.wav	Mi	small	3m
crisp_phase3/D2_phase3_large_3m/timit/data/TRAIN/DR1/MCPM0/SA2.WAV	D2	large	3m
Mobile_Recording/phase3/Samsung/small_3m/46.wav	Samsung	small	3m
crisp_phase3/C2_phase3_large_1m/timit/data/TRAIN/DR1/FETB0/SA1.WAV	C2	large	1m
crisp_phase3/C2_phase3_small_3m/timit/data/TRAIN/DR1/FCJF0/SA1.WAV	C2	small	3m
Mobile_Recording/phase3/Moto/large_1m/160.wav	Moto	large	1m
Mobile_Recording/phase3/Samsung/med_3m/460.wav	Samsung	med	3m
crisp_phase3/C2_phase3_mid_5m/timit/data/TRAIN/DR1/FETB0/SI518.WAV	C2	mid	5m
Mobile_Recording/phase3/LG/small_3m/136.wav	LG	small	3m
crisp_phase3/M1_phase3_mid_1m/timit/data/TRAIN/DR1/FECD0/SX158.WAV	M1	mid	1m
Mobile_Recording/phase3/Samsung/med_3m/95.wav	Samsung	med	3m
Mobile_Recording/phase3/Moto/small_3m/122.wav	Moto	small	3m
Mobile_Recording/phase3/Moto/large_1m/580.wav	Moto	large	1m
Mobile_Recording/phase3/Moto/med_5m/455.wav	Moto	med	5m
Mobile_Recording/phase3/LG/large_3m/10.wav	LG	large	3m
crisp_phase3/D2_phase3_large_5m/timit/data/TRAIN/DR1/FDAW0/SI1271.WAV	D2	large	5m
crisp_phase3/D5_phase3_small_3m/timit/data/TRAIN/DR1/MGRL0/SX57.WAV	D5	small	3m
crisp_phase3/C2_phase3_small_1m/timit/data/TRAIN/DR1/FDML0/SX249.WAV	C2	small	1m
Mobile_Recording/phase3/LG/med_5m/115.wav	LG	med	5m
